,IdAtleta,AnoEdicao,IdModalidade,Altura,Peso,Medalha
40095,16407,2012,335,153.0,56.0,-
40096,24086,2000,181,205.0,100.0,-
40097,23313,2000,211,181.0,71.0,-
40098,5526,2000,327,160.0,56.0,-
40099,5526,2004,327,160.0,56.0,-
40100,6651,2016,144,183.0,70.0,-
40101,6651,2016,145,183.0,70.0,-
40102,34353,2000,13,178.0,73.0,Gold
40103,34484,2004,369,167.0,72.0,-
40104,23982,2000,193,180.0,100.0,-
40105,23982,2004,188,180.0,100.0,-
40106,10849,2004,60,186.0,78.0,Gold
40107,23122,2016,229,167.0,68.0,-
40108,35545,2004,329,196.0,88.0,-
40109,3083,2000,135,165.0,49.0,Bronze
40110,3083,2000,137,165.0,49.0,Silver
40111,29392,2008,160,181.0,73.0,-
40112,1995,2012,161,169.0,62.0,-
40113,7449,2012,161,158.0,55.0,-
40114,9423,2000,160,175.0,72.0,-
40115,14085,2012,8,176.0,68.0,-
40116,21627,2000,219,164.0,59.0,-
40117,22354,2008,272,195.0,96.0,-
40118,22354,2012,272,195.0,96.0,-
40119,22885,2012,160,174.0,74.0,-
40120,27413,2012,111,186.0,71.0,-
40121,8622,2016,209,189.0,97.0,Bronze
40122,1792,2004,39,173.0,57.0,-
40123,1792,2008,39,173.0,57.0,-
40124,1792,2012,39,173.0,57.0,-
40125,25857,2000,295,180.0,70.0,-
40126,25857,2008,295,180.0,70.0,-
40127,31488,2008,62,202.0,99.0,-
40128,31488,2012,62,202.0,99.0,Bronze
40129,16789,2000,15,188.0,79.0,-
40130,16789,2000,14,188.0,79.0,Gold
40131,10186,2008,160,167.0,62.0,Gold
40132,29748,2004,360,166.0,60.0,Silver
40133,29748,2008,360,166.0,60.0,-
40134,24562,2012,106,177.0,80.0,-
40135,11931,2004,184,175.0,74.0,-
40136,25619,2008,295,183.0,68.0,-
40137,5157,2000,56,175.0,77.0,-
40138,5157,2000,54,175.0,77.0,-
40139,12703,2000,333,182.0,77.0,Silver
40140,12703,2004,333,182.0,77.0,Bronze
40141,15960,2008,55,181.0,78.0,-
40142,33733,2016,26,165.0,52.0,-
40143,3722,2012,126,163.0,52.0,-
40144,3722,2012,121,163.0,52.0,-
40145,3722,2016,126,163.0,52.0,-
40146,3722,2016,121,163.0,52.0,-
40147,24887,2016,160,170.0,63.0,-
40148,2874,2000,39,-,-,-
40149,15996,2000,94,177.0,79.0,-
40150,6910,2004,160,185.0,80.0,-
40151,7774,2000,243,183.0,125.0,-
40152,7774,2000,246,183.0,125.0,-
40153,7774,2004,243,183.0,125.0,-
40154,7774,2004,246,183.0,125.0,-
40155,7774,2008,243,183.0,125.0,-
40156,7774,2008,246,183.0,125.0,-
40157,11924,2012,268,198.0,98.0,-
40158,11924,2012,274,198.0,98.0,-
40159,14459,2000,324,167.0,59.0,-
40160,19033,2004,35,165.0,59.0,-
40161,20376,2000,327,169.0,56.0,-
40162,23384,2012,63,183.0,79.0,Gold
40163,23384,2016,63,183.0,79.0,Gold
40164,23500,2016,161,172.0,63.0,-
40165,29695,2004,184,184.0,84.0,-
40166,29695,2008,184,184.0,84.0,-
40167,29695,2012,184,184.0,84.0,-
40168,34750,2012,228,188.0,84.0,-
40169,15377,2012,187,168.0,60.0,-
40170,15377,2016,187,168.0,60.0,-
40171,23633,2008,66,186.0,70.0,-
40172,32871,2004,177,150.0,47.0,-
40173,32871,2004,178,150.0,47.0,-
40174,32871,2004,175,150.0,47.0,-
40175,32871,2004,176,150.0,47.0,-
40176,32871,2004,179,150.0,47.0,-
40177,32871,2004,174,150.0,47.0,-
40178,35389,2012,178,153.0,47.0,-
40179,35389,2012,175,153.0,47.0,-
40180,35389,2012,179,153.0,47.0,-
40181,35389,2012,174,153.0,47.0,-
40182,12647,2008,161,165.0,55.0,-
40183,12647,2012,161,165.0,55.0,-
40184,24914,2016,213,176.0,71.0,-
40185,24889,2000,305,-,-,-
40186,3056,2008,295,175.0,63.0,-
40187,34014,2000,26,168.0,49.0,-
40188,11770,2004,313,170.0,49.0,-
40189,11770,2008,313,170.0,49.0,-
40190,13974,2004,161,164.0,55.0,-
40191,27907,2012,26,169.0,55.0,-
40192,31341,2012,116,181.0,70.0,-
40193,201,2012,189,-,65.0,-
40194,32944,2016,114,187.0,73.0,-
40195,24736,2016,26,169.0,62.0,-
40196,30580,2004,19,183.0,68.0,-
40197,30580,2008,19,183.0,68.0,-
40198,30580,2012,19,183.0,68.0,-
40199,32425,2012,338,170.0,97.0,-
40200,32425,2016,340,170.0,97.0,Gold
40201,5553,2000,298,180.0,62.0,-
40202,5553,2004,298,180.0,62.0,-
40203,10165,2016,33,170.0,55.0,-
40204,14040,2000,298,180.0,62.0,-
40205,14040,2004,298,180.0,62.0,-
40206,5417,2008,62,190.0,90.0,-
40207,5559,2012,182,167.0,56.0,-
40208,7880,2016,78,188.0,-,-
40209,3316,2004,333,165.0,54.0,Silver
40210,10070,2004,333,184.0,74.0,Silver
40211,10070,2008,333,184.0,74.0,-
40212,14323,2008,114,180.0,65.0,-
40213,3886,2000,302,180.0,75.0,-
40214,3886,2000,301,180.0,75.0,-
40215,5739,2016,35,165.0,63.0,-
40216,7030,2000,68,165.0,54.0,-
40217,7367,2000,275,184.0,78.0,-
40218,11729,2004,281,182.0,66.0,-
40219,11729,2004,285,182.0,66.0,-
40220,11729,2008,281,182.0,66.0,-
40221,11729,2008,285,182.0,66.0,-
40222,13461,2016,308,179.0,62.0,-
40223,20938,2016,330,188.0,74.0,-
40224,21828,2004,210,191.0,95.0,-
40225,21525,2000,327,155.0,46.0,-
40226,38284,2008,160,178.0,73.0,-
40227,31366,2016,132,171.0,65.0,-
40228,36124,2000,355,190.0,97.0,-
40229,14240,2000,288,166.0,62.0,-
40230,14240,2000,293,166.0,62.0,-
40231,14240,2000,296,166.0,62.0,-
40232,14240,2004,293,166.0,62.0,-
40233,14240,2004,296,166.0,62.0,-
40234,14724,2012,333,167.0,70.0,Bronze
40235,20732,2004,191,185.0,100.0,-
40236,34727,2004,329,191.0,92.0,-
40237,23156,2004,169,165.0,71.0,-
40238,23156,2004,173,165.0,71.0,-
40239,23156,2004,166,165.0,71.0,-
40240,23156,2004,168,165.0,71.0,-
40241,23156,2004,170,165.0,71.0,-
40242,23156,2004,167,165.0,71.0,-
40243,23156,2004,172,165.0,71.0,-
40244,23156,2004,171,165.0,71.0,-
40245,23156,2008,169,165.0,71.0,-
40246,23156,2008,173,165.0,71.0,-
40247,23156,2008,166,165.0,71.0,-
40248,23156,2008,170,165.0,71.0,-
40249,23156,2008,167,165.0,71.0,-
40250,23156,2008,172,165.0,71.0,-
40251,23156,2008,171,165.0,71.0,-
40252,23156,2012,169,165.0,71.0,-
40253,23156,2012,173,165.0,71.0,-
40254,23156,2012,166,165.0,71.0,-
40255,23156,2012,170,165.0,71.0,-
40256,23156,2012,167,165.0,71.0,-
40257,23156,2012,172,165.0,71.0,Bronze
40258,23156,2012,171,165.0,71.0,-
40259,19999,2008,285,179.0,63.0,-
40260,19999,2012,292,179.0,63.0,-
40261,10076,2004,160,190.0,88.0,-
40262,310,2008,123,164.0,52.0,-
40263,310,2012,123,164.0,52.0,-
40264,30082,2008,36,170.0,56.0,-
40265,22859,2012,286,174.0,64.0,-
40266,22859,2016,282,174.0,64.0,-
40267,22859,2016,286,174.0,64.0,-
40268,22859,2016,291,174.0,64.0,-
40269,22858,2000,295,172.0,60.0,-
40270,22858,2000,284,172.0,60.0,-
40271,22858,2000,288,172.0,60.0,Silver
40272,22858,2000,283,172.0,60.0,Silver
40273,22858,2004,295,172.0,60.0,-
40274,22858,2004,284,172.0,60.0,-
40275,22858,2004,288,172.0,60.0,-
40276,22858,2004,283,172.0,60.0,-
40277,22858,2008,295,172.0,60.0,-
40278,22858,2008,284,172.0,60.0,-
40279,22858,2008,283,172.0,60.0,-
40280,26514,2000,6,175.0,60.0,-
40281,31201,2000,86,174.0,65.0,-
40282,21694,2000,311,186.0,80.0,-
40283,6447,2000,114,186.0,71.0,-
40284,6447,2000,108,186.0,71.0,-
40285,6447,2004,114,186.0,71.0,-
40286,6447,2004,108,186.0,71.0,-
40287,10210,2012,212,179.0,69.0,-
40288,10766,2000,116,187.0,77.0,-
40289,34372,2008,149,188.0,91.0,-
40290,34372,2008,150,188.0,91.0,Silver
40291,34372,2012,149,188.0,91.0,-
40292,34372,2012,150,188.0,91.0,-
40293,16375,2004,160,184.0,78.0,-
40294,2152,2000,62,193.0,95.0,-
40295,3253,2004,200,172.0,70.0,-
40296,3253,2012,200,172.0,70.0,-
40297,3253,2016,200,172.0,70.0,-
40298,8616,2016,237,168.0,63.0,-
40299,15096,2008,144,185.0,77.0,-
40300,15096,2008,145,185.0,77.0,-
40301,16355,2008,8,172.0,76.0,-
40302,16355,2008,13,172.0,76.0,Bronze
40303,27300,2000,184,172.0,78.0,-
40304,27300,2004,184,172.0,78.0,-
40305,30994,2008,36,166.0,50.0,-
40306,30994,2012,31,166.0,50.0,-
40307,30994,2016,49,166.0,50.0,-
40308,10981,2000,185,160.0,55.0,Bronze
40309,10981,2004,185,160.0,55.0,Silver
40310,10981,2008,185,160.0,55.0,Gold
40311,17022,2000,326,186.0,74.0,-
40312,17022,2004,326,186.0,74.0,-
40313,17022,2008,326,186.0,74.0,-
40314,27764,2008,177,157.0,43.0,-
40315,27764,2008,178,157.0,43.0,-
40316,27764,2008,175,157.0,43.0,-
40317,27764,2008,179,157.0,43.0,-
40318,27764,2008,174,157.0,43.0,-
40319,32114,2000,304,160.0,60.0,-
40320,6964,2004,114,175.0,65.0,-
40321,1246,2016,177,147.0,45.0,-
40322,1246,2016,175,147.0,45.0,-
40323,1246,2016,176,147.0,45.0,-
40324,1246,2016,179,147.0,45.0,-
40325,1246,2016,174,147.0,45.0,-
40326,5363,2000,327,164.0,50.0,-
40327,5363,2004,327,164.0,50.0,-
40328,9238,2008,44,175.0,93.0,-
40329,9238,2012,44,175.0,93.0,-
40330,16749,2000,309,178.0,57.0,-
40331,17410,2008,344,142.0,47.0,-
40332,17570,2000,282,182.0,71.0,-
40333,17570,2004,282,182.0,71.0,-
40334,17570,2008,295,182.0,71.0,-
40335,19299,2004,177,164.0,58.0,-
40336,19299,2004,175,164.0,58.0,-
40337,19299,2004,179,164.0,58.0,-
40338,19299,2004,174,164.0,58.0,-
40339,24071,2000,189,167.0,66.0,-
40340,26567,2000,185,170.0,56.0,-
40341,27570,2004,177,143.0,31.0,-
40342,27570,2004,178,143.0,31.0,-
40343,27570,2004,175,143.0,31.0,Bronze
40344,27570,2004,176,143.0,31.0,-
40345,27570,2004,179,143.0,31.0,-
40346,27570,2004,174,143.0,31.0,-
40347,29850,2008,18,162.0,56.0,-
40348,38118,2004,10,166.0,54.0,-
40349,38118,2008,18,166.0,54.0,-
40350,38118,2012,18,166.0,54.0,-
40351,37043,2000,44,175.0,78.0,-
40352,37043,2004,44,175.0,78.0,Silver
40353,37043,2008,44,175.0,78.0,Silver
40354,37043,2012,44,175.0,78.0,-
40355,32564,2000,158,174.0,63.0,-
40356,7803,2000,187,166.0,60.0,-
40357,17886,2004,330,191.0,76.0,-
40358,9192,2012,194,160.0,48.0,-
40359,9549,2004,160,185.0,80.0,Bronze
40360,26167,2008,214,196.0,98.0,-
40361,26167,2012,214,196.0,98.0,-
40362,26167,2016,209,196.0,98.0,-
40363,32151,2000,267,185.0,76.0,-
40364,32151,2004,267,185.0,76.0,-
40365,32151,2008,267,185.0,76.0,-
40366,32151,2012,267,185.0,76.0,-
40367,1342,2012,161,173.0,62.0,Gold
40368,1342,2016,161,173.0,62.0,-
40369,6467,2008,214,191.0,90.0,-
40370,6467,2012,214,191.0,90.0,Bronze
40371,6467,2016,211,191.0,90.0,-
40372,7804,2016,267,184.0,82.0,-
40373,7804,2016,271,184.0,82.0,-
40374,7804,2016,275,184.0,82.0,Bronze
40375,8426,2000,16,188.0,77.0,-
40376,11417,2016,185,179.0,70.0,-
40377,14925,2012,21,183.0,79.0,-
40378,15807,2012,330,168.0,62.0,-
40379,17799,2000,193,178.0,98.0,-
40380,17799,2004,193,178.0,98.0,-
40381,17799,2008,188,178.0,98.0,-
40382,17815,2000,58,178.0,65.0,-
40383,17815,2004,58,178.0,65.0,-
40384,23579,2004,285,176.0,62.0,-
40385,31269,2016,166,160.0,62.0,-
40386,31269,2016,168,160.0,62.0,-
40387,31269,2016,172,160.0,62.0,-
40388,32020,2008,177,158.0,49.0,-
40389,32020,2008,178,158.0,49.0,-
40390,32020,2008,175,158.0,49.0,-
40391,32020,2008,179,158.0,49.0,-
40392,32020,2008,174,158.0,49.0,-
40393,34409,2004,314,173.0,67.0,-
40394,34409,2008,315,173.0,67.0,-
40395,23963,2012,160,182.0,77.0,-
40396,16294,2000,212,185.0,71.0,-
40397,26176,2000,62,210.0,125.0,-
40398,26176,2008,62,210.0,125.0,-
40399,31553,2012,25,178.0,70.0,-
40400,20959,2000,49,170.0,46.0,-
40401,13976,2000,182,169.0,62.0,-
40402,6122,2004,51,169.0,92.0,-
40403,9102,2016,247,173.0,76.0,-
40404,10217,2000,16,175.0,68.0,-
40405,17252,2004,58,157.0,50.0,-
40406,33473,2004,273,176.0,74.0,-
40407,20634,2004,195,179.0,78.0,Bronze
40408,20634,2008,195,179.0,78.0,-
40409,25996,2004,213,177.0,71.0,-
40410,685,2004,321,167.0,57.0,-
40411,685,2004,320,167.0,57.0,-
40412,7368,2008,1,180.0,88.0,-
40413,16667,2000,13,173.0,75.0,-
40414,667,2000,125,162.0,52.0,-
40415,30581,2004,185,165.0,63.0,-
40416,30581,2008,185,165.0,63.0,-
40417,33498,2008,160,180.0,76.0,-
40418,2216,2004,216,178.0,71.0,-
40419,2216,2008,216,178.0,71.0,-
40420,2216,2012,216,178.0,71.0,Silver
40421,22979,2000,25,175.0,64.0,-
40422,22969,2008,60,180.0,85.0,-
40423,18598,2008,10,185.0,69.0,-
40424,18598,2012,18,185.0,69.0,-
40425,18598,2016,18,185.0,69.0,-
40426,30449,2000,160,180.0,71.0,-
40427,3451,2016,68,176.0,56.0,-
40428,18603,2004,160,176.0,72.0,-
40429,23000,2008,160,181.0,74.0,-
40430,4007,2008,321,165.0,56.0,-
40431,4007,2008,320,165.0,56.0,-
40432,34616,2004,265,169.0,68.0,Bronze
40433,34616,2004,269,169.0,68.0,-
40434,34616,2004,275,169.0,68.0,Bronze
40435,34616,2008,265,169.0,68.0,-
40436,30440,2008,1,173.0,70.0,-
40437,2547,2004,270,192.0,84.0,-
40438,9581,2016,221,183.0,70.0,-
40439,18599,2000,13,183.0,84.0,-
40440,5380,2000,209,186.0,88.0,Silver
40441,5380,2004,208,186.0,88.0,-
40442,5380,2008,209,186.0,88.0,-
40443,25897,2004,208,197.0,97.0,-
40444,25897,2008,209,197.0,97.0,-
40445,25897,2012,210,197.0,97.0,-
40446,9782,2008,284,178.0,64.0,-
40447,9782,2008,290,178.0,64.0,-
40448,9782,2008,292,178.0,64.0,-
40449,9782,2008,289,178.0,64.0,-
40450,9782,2008,291,178.0,64.0,-
40451,9782,2012,289,178.0,64.0,-
40452,7369,2000,332,188.0,86.0,-
40453,7369,2004,332,188.0,86.0,-
40454,14273,2000,332,186.0,84.0,-
40455,14273,2004,332,186.0,84.0,-
40456,30954,2016,16,181.0,71.0,-
40457,27337,2000,177,143.0,44.0,-
40458,27337,2000,178,143.0,44.0,-
40459,27337,2000,175,143.0,44.0,-
40460,27337,2000,176,143.0,44.0,-
40461,31015,2000,177,139.0,30.0,-
40462,31015,2000,178,139.0,30.0,-
40463,31015,2000,175,139.0,30.0,-
40464,31015,2000,176,139.0,30.0,-
40465,31015,2000,179,139.0,30.0,-
40466,31015,2000,174,139.0,30.0,-
40467,31015,2004,177,139.0,30.0,-
40468,31015,2004,178,139.0,30.0,-
40469,31015,2004,179,139.0,30.0,-
40470,31015,2004,174,139.0,30.0,-
40471,23048,2016,223,185.0,90.0,-
40472,2727,2004,38,181.0,60.0,-
40473,2727,2008,40,181.0,60.0,-
40474,2727,2012,40,181.0,60.0,-
40475,3609,2012,208,193.0,94.0,-
40476,11334,2004,23,199.0,78.0,-
40477,3605,2012,211,195.0,100.0,-
40478,3605,2016,214,195.0,100.0,-
40479,8569,2000,193,186.0,90.0,-
40480,35737,2012,274,180.0,73.0,Bronze
40481,35737,2012,265,180.0,73.0,-
40482,35737,2012,275,180.0,73.0,-
40483,35737,2016,279,180.0,73.0,-
40484,35737,2016,268,180.0,73.0,-
40485,35737,2016,274,180.0,73.0,-
40486,35737,2016,275,180.0,73.0,-
40487,25512,2000,330,188.0,74.0,Silver
40488,11789,2000,60,185.0,102.0,-
40489,14927,2000,190,178.0,80.0,-
40490,15232,2000,185,172.0,69.0,Gold
40491,16503,2016,228,178.0,80.0,-
40492,30123,2012,333,180.0,69.0,-
40493,30824,2016,50,173.0,62.0,Silver
40494,33737,2016,160,189.0,74.0,-
40495,34704,2004,49,170.0,53.0,-
40496,15475,2016,216,180.0,72.0,-
40497,23586,2000,33,164.0,56.0,Bronze
40498,23586,2004,33,164.0,56.0,Bronze
40499,28256,2008,276,189.0,84.0,-
40500,32904,2008,234,178.0,77.0,-
40501,32904,2012,228,178.0,77.0,-
40502,618,2012,327,169.0,53.0,-
40503,618,2016,327,169.0,53.0,-
40504,35583,2012,181,199.0,98.0,-
40505,29121,2004,144,172.0,63.0,-
40506,29121,2004,145,172.0,63.0,-
40507,32150,2000,261,169.0,62.0,Bronze
40508,32150,2004,261,169.0,62.0,Silver
40509,32150,2008,261,169.0,62.0,Bronze
40510,4965,2012,21,190.0,110.0,-
40511,8682,2004,208,195.0,87.0,-
40512,8715,2008,209,195.0,90.0,Bronze
40513,8715,2012,210,195.0,90.0,Silver
40514,8715,2016,210,195.0,90.0,-
40515,5632,2016,181,190.0,88.0,Gold
40516,17354,2000,182,182.0,77.0,Gold
40517,17354,2004,182,182.0,77.0,Gold
40518,17354,2012,182,182.0,77.0,-
40519,2774,2008,94,180.0,85.0,-
40520,1745,2012,16,187.0,77.0,-
40521,4998,2000,91,184.0,82.0,-
40522,32872,2016,127,177.0,77.0,-
40523,32872,2016,122,177.0,77.0,-
40524,32872,2016,129,177.0,77.0,-
40525,21962,2000,32,158.0,46.0,-
40526,28779,2004,276,182.0,80.0,-
40527,5502,2012,161,171.0,72.0,Bronze
40528,35039,2016,194,152.0,48.0,-
40529,26629,2004,14,171.0,67.0,-
40530,2735,2016,50,169.0,65.0,-
40531,36251,2000,209,198.0,97.0,-
40532,36251,2004,209,198.0,97.0,-
40533,11803,2000,266,180.0,78.0,Silver
40534,11803,2000,275,180.0,78.0,Gold
40535,23651,2008,332,191.0,97.0,Silver
40536,23651,2012,332,191.0,97.0,-
40537,23651,2016,332,191.0,97.0,-
40538,29923,2008,79,180.0,69.0,-
40539,31270,2000,184,180.0,75.0,-
40540,21119,2008,295,169.0,65.0,-
40541,21119,2012,284,169.0,65.0,-
40542,21119,2016,295,169.0,65.0,-
40543,35210,2004,245,180.0,82.0,-
40544,35210,2008,245,180.0,82.0,-
40545,35210,2012,245,180.0,82.0,Bronze
40546,35210,2016,245,180.0,82.0,-
40547,35325,2012,52,172.0,57.0,-
40548,969,2000,323,173.0,76.0,Gold
40549,969,2004,323,173.0,76.0,Silver
40550,35660,2004,29,184.0,74.0,-
40551,35299,2004,195,180.0,78.0,-
40552,35299,2008,195,180.0,78.0,-
40553,35299,2012,195,180.0,78.0,-
40554,13602,2004,161,175.0,62.0,-
40555,18883,2008,281,180.0,62.0,-
40556,18883,2008,291,180.0,62.0,-
40557,25597,2016,324,167.0,55.0,-
40558,33806,2004,194,154.0,48.0,-
40559,34708,2004,261,170.0,73.0,Silver
40560,34708,2008,261,170.0,73.0,Bronze
40561,24930,2004,7,152.0,50.0,-
40562,17080,2004,3,168.0,71.0,-
40563,17080,2004,4,168.0,71.0,-
40564,17080,2008,3,168.0,71.0,-
40565,17080,2008,4,168.0,71.0,-
40566,14086,2004,75,178.0,64.0,-
40567,11051,2012,221,163.0,60.0,-
40568,11051,2016,221,163.0,60.0,-
40569,9031,2008,339,165.0,69.0,-
40570,9031,2016,339,165.0,69.0,-
40571,11290,2008,15,187.0,75.0,-
40572,14856,2008,357,180.0,84.0,-
40573,16365,2004,76,172.0,60.0,-
40574,20898,2016,339,165.0,64.0,Bronze
40575,21029,2004,343,164.0,53.0,Bronze
40576,7051,2012,24,189.0,90.0,-
40577,9956,2016,81,168.0,60.0,Gold
40578,2048,2012,147,182.0,74.0,-
40579,9662,2016,370,165.0,69.0,-
40580,23021,2004,359,164.0,60.0,Silver
40581,23506,2008,361,165.0,74.0,-
40582,21346,2000,161,164.0,56.0,-
40583,21346,2004,161,164.0,56.0,-
40584,24933,2008,26,159.0,62.0,-
40585,4499,2000,317,177.0,77.0,-
40586,716,2004,16,183.0,75.0,-
40587,18115,2004,77,186.0,75.0,-
40588,9484,2012,160,186.0,80.0,-
40589,7057,2000,32,171.0,57.0,-
40590,7057,2000,35,171.0,57.0,-
40591,7057,2004,35,171.0,57.0,-
40592,7057,2008,35,171.0,57.0,-
40593,19449,2016,160,181.0,69.0,-
40594,16092,2000,15,188.0,77.0,-
40595,20131,2016,161,162.0,47.0,-
40596,3902,2000,182,187.0,79.0,-
40597,3902,2008,182,187.0,79.0,-
40598,30811,2016,63,175.0,65.0,-
40599,36687,2000,360,169.0,63.0,-
40600,22995,2000,160,175.0,62.0,-
40601,9052,2000,10,175.0,65.0,-
40602,26715,2012,361,174.0,74.0,-
40603,21804,2008,160,188.0,78.0,-
40604,23362,2016,252,178.0,77.0,-
40605,6938,2000,17,188.0,71.0,-
40606,6938,2004,17,188.0,71.0,-
40607,6938,2008,17,188.0,71.0,-
40608,6938,2012,17,188.0,71.0,-
40609,5071,2016,62,208.0,107.0,-
40610,11620,2016,160,176.0,76.0,-
40611,34572,2008,151,176.0,75.0,-
40612,34572,2008,152,176.0,75.0,Silver
40613,4258,2000,360,173.0,63.0,-
40614,759,2016,279,178.0,76.0,-
40615,36674,2012,187,166.0,60.0,-
40616,37191,2000,25,184.0,72.0,-
40617,27340,2008,48,179.0,-,-
40618,18058,2004,160,170.0,72.0,-
40619,8398,2008,213,191.0,72.0,Silver
40620,20022,2008,66,189.0,81.0,-
40621,11562,2012,40,168.0,60.0,-
40622,11562,2016,40,168.0,60.0,-
40623,112,2016,6,160.0,60.0,-
40624,34666,2008,326,178.0,68.0,-
40625,4533,2012,10,177.0,64.0,-
40626,4533,2012,18,177.0,64.0,-
40627,34861,2012,305,172.0,56.0,-
40628,15892,2004,169,172.0,66.0,-
40629,15892,2004,173,172.0,66.0,-
40630,15892,2004,166,172.0,66.0,-
40631,15892,2004,168,172.0,66.0,-
40632,15892,2004,170,172.0,66.0,-
40633,15892,2004,167,172.0,66.0,-
40634,15892,2004,171,172.0,66.0,-
40635,1987,2008,58,169.0,58.0,-
40636,3203,2008,160,170.0,68.0,-
40637,14836,2004,123,170.0,55.0,-
40638,14836,2008,123,170.0,55.0,-
40639,24765,2000,7,164.0,55.0,-
40640,3109,2000,37,173.0,63.0,-
40641,18667,2012,332,197.0,109.0,-
40642,18667,2016,332,197.0,109.0,-
40643,15280,2000,116,198.0,91.0,-
40644,15280,2004,116,198.0,91.0,-
40645,15280,2008,107,198.0,91.0,-
40646,15280,2008,116,198.0,91.0,-
40647,15280,2008,110,198.0,91.0,-
40648,1709,2000,62,206.0,117.0,Gold
40649,24206,2000,309,180.0,58.0,Gold
40650,24206,2004,309,180.0,58.0,-
40651,17719,2012,22,203.0,120.0,-
40652,17719,2016,22,203.0,120.0,-
40653,31695,2016,329,201.0,84.0,-
40654,12525,2000,329,202.0,102.0,-
40655,24693,2000,329,184.0,87.0,-
40656,9193,2008,3,166.0,57.0,-
40657,51,2004,62,204.0,97.0,-
40658,51,2008,62,204.0,97.0,-
40659,500,2004,20,188.0,80.0,-
40660,8604,2004,221,168.0,64.0,-
40661,12615,2000,192,173.0,73.0,-
40662,23641,2008,194,150.0,48.0,-
40663,30160,2016,295,163.0,47.0,-
40664,8808,2008,75,-,64.0,-
40665,1457,2000,13,178.0,69.0,-
40666,38254,2000,268,-,-,-
40667,30733,2000,7,172.0,65.0,-
40668,30733,2004,17,172.0,65.0,-
40669,19059,2000,63,191.0,83.0,-
40670,10831,2004,188,175.0,105.0,-
40671,10831,2008,188,175.0,105.0,-
40672,1908,2000,71,190.0,91.0,-
40673,23383,2000,157,165.0,65.0,-
40674,18884,2016,206,163.0,50.0,-
40675,24696,2008,6,174.0,62.0,-
40676,24696,2012,6,174.0,62.0,-
40677,29970,2016,190,177.0,81.0,-
40678,4236,2000,327,170.0,62.0,-
40679,14058,2000,327,170.0,60.0,-
40680,19420,2012,155,161.0,53.0,-
40681,26042,2012,212,190.0,71.0,-
40682,26819,2004,324,156.0,54.0,-
40683,26819,2008,324,156.0,54.0,-
40684,1628,2000,221,181.0,72.0,-
40685,1628,2004,220,181.0,72.0,Silver
40686,32916,2004,184,182.0,73.0,Gold
40687,25968,2012,246,183.0,91.0,-
40688,27183,2004,25,180.0,78.0,-
40689,24260,2000,330,174.0,72.0,-
40690,5468,2004,318,190.0,84.0,-
40691,5468,2004,317,190.0,84.0,-
40692,5392,2000,114,171.0,58.0,-
40693,9967,2000,177,150.0,43.0,-
40694,9967,2000,178,150.0,43.0,-
40695,9967,2000,175,150.0,43.0,-
40696,9967,2000,176,150.0,43.0,-
40697,9967,2000,179,150.0,43.0,-
40698,9967,2000,174,150.0,43.0,-
40699,19820,2016,203,170.0,68.0,-
40700,28424,2016,19,178.0,62.0,-
40701,30478,2000,47,165.0,61.0,-
40702,30840,2000,38,170.0,59.0,-
40703,35252,2012,23,196.0,80.0,-
40704,11275,2004,35,167.0,55.0,-
40705,23823,2000,60,184.0,105.0,-
40706,5650,2008,212,183.0,70.0,-
40707,30799,2000,41,160.0,48.0,-
40708,24978,2000,160,179.0,75.0,-
40709,21760,2008,329,211.0,93.0,-
40710,21760,2012,329,211.0,93.0,-
40711,18487,2012,258,165.0,70.0,-
40712,34345,2012,62,216.0,113.0,Bronze
40713,2969,2008,43,181.0,78.0,-
40714,32921,2016,28,191.0,124.0,-
40715,3052,2016,36,166.0,52.0,-
40716,21092,2004,229,176.0,69.0,-
40717,32841,2004,212,180.0,75.0,Gold
40718,21948,2000,157,176.0,67.0,-
40719,21948,2000,158,176.0,67.0,-
40720,26455,2016,182,168.0,63.0,Bronze
40721,23853,2008,116,183.0,69.0,Silver
40722,23853,2008,110,183.0,69.0,-
40723,23853,2012,116,183.0,69.0,-
40724,34243,2008,11,177.0,75.0,-
40725,34243,2008,13,177.0,75.0,-
40726,22690,2012,329,184.0,81.0,-
40727,24697,2012,96,182.0,84.0,-
40728,24697,2012,95,182.0,84.0,-
40729,24697,2016,95,182.0,84.0,-
40730,33507,2012,273,178.0,78.0,-
40731,33507,2012,278,178.0,78.0,-
40732,34412,2012,240,165.0,62.0,-
40733,34412,2016,240,165.0,62.0,-
40734,4125,2004,49,153.0,48.0,-
40735,20823,2008,231,190.0,78.0,-
40736,20823,2012,231,190.0,78.0,-
40737,20823,2016,231,190.0,78.0,-
40738,22803,2000,332,181.0,83.0,-
40739,24316,2008,160,187.0,80.0,-
40740,37644,2008,41,150.0,50.0,-
40741,37644,2012,41,150.0,50.0,-
40742,21122,2000,153,179.0,65.0,-
40743,21122,2000,154,179.0,65.0,Silver
40744,21122,2008,153,179.0,65.0,-
40745,21122,2008,154,179.0,65.0,-
40746,13983,2016,240,176.0,70.0,-
40747,2970,2004,205,168.0,56.0,-
40748,32649,2008,190,186.0,85.0,-
40749,32649,2012,190,186.0,85.0,-
40750,32649,2016,190,186.0,85.0,-
40751,19691,2008,240,170.0,58.0,-
40752,14072,2008,6,170.0,62.0,-
